doc_id,interventions,doc
22341427,['cardiac transplantation'],"Intermediate-term mortality and cardiac transplantation in infants with single-ventricle lesions: risk factors and their interaction with shunt type.

OBJECTIVE The study objective was to identify factors associated with death and cardiac transplantation in infants undergoing the Norwood procedure and to determine differences in associations that might favor the modified Blalock-Taussig shunt or a right ventricle-to-pulmonary artery shunt.
METHODS We used competing risks methodology to analyze death without transplantation, cardiac transplantation, and survival without transplantation. Parametric time-to-event modeling and bootstrapping were used to identify independent predictors.
RESULTS Data from 549 subjects (follow-up, 2.7 ± 0.9 years) were analyzed. Mortality risk was characterized by early and constant phases; transplant was characterized by only a constant phase. Early phase factors associated with death included lower socioeconomic status (P = .01), obstructed pulmonary venous return (P < .001), smaller ascending aorta (P = .02), and anatomic subtype. Constant phase factors associated with death included genetic syndrome (P < .001) and lower gestational age (P < .001). The right ventricle-to-pulmonary artery shunt demonstrated better survival in the 51% of subjects who were full term with aortic atresia (P < .001). The modified Blalock-Taussig shunt was better among the 4% of subjects who were preterm with a patent aortic valve (P = .003). Lower pre-Norwood right ventricular fractional area change, pre-Norwood surgery, and anatomy other than hypoplastic left heart syndrome were independently associated with transplantation (all P < .03), but shunt type was not (P = .43).
CONCLUSIONS Independent risk factors for intermediate-term mortality include lower socioeconomic status, anatomy, genetic syndrome, and lower gestational age. Term infants with aortic atresia benefited from a right ventricle-to-pulmonary artery shunt, and preterm infants with a patent aortic valve benefited from a modified Blalock-Taussig shunt. Right ventricular function and anatomy, but not shunt type, were associated with transplantation.

"
22416755,"['pretense', 'pretend play', 'scenarios lacking pretend speech or sound effects']","Preschoolers acquire general knowledge by sharing in pretense.

Children acquire general knowledge about many kinds of things, but there are few known means by which this knowledge is acquired. In this article, it is proposed that children acquire generic knowledge by sharing in pretend play. In Experiment 1, twenty-two 3- to 4-year-olds watched pretense in which a puppet represented a ""nerp"" (an unfamiliar kind of animal). For instance, in one scenario, the nerp ate and disliked a carrot. When subsequently asked generic questions about real nerps, children's responses suggested that they had learned general facts (e.g., nerps dislike carrots). In Experiment 2, thirty-two 4- to 5-year-olds learned from scenarios lacking pretend speech or sound effects. The findings reveal a long overlooked means by which children can acquire generic knowledge.

"
22420121,"['referential communicative skills', 'referential communication training', 'referential communication', 'referential communication tasks ( task analysis , role taking', 'task evaluation', 'communicative game']","Training referential communicative skills to individuals with autism spectrum disorder: a pilot study.

The present study reports the effects of referential communication training in individuals formally diagnosed with autism spectrum disorder (ASD). Participants were 20 children with ASD (M age = 14.3 yr., SD = 4.2; 6 girls, 14 boys) in the role of speakers and 20 control children, who acted as listeners. They were all enrolled in mainstream compulsory education. Inclusion/exclusion criteria were defined according to the clinical diagnosis of ASD, the presence or absence of additional or associated disability, previous training in referential communication, and any drug treatment. Speakers were randomly assigned to one of two groups (trained vs untrained). Linguistic age, cognitive level and autistic symptoms were analyzed, respectively, with the Peabody Picture Vocabulary Test (PPVT), the Wechsler Intelligence Scale (WISC-R or WAIS-III), and the Autistic Behavior Checklist (ABC). Communicative abilities were analyzed through two indexes related to message complexity and self-regulation. The trained group was trained in referential communication tasks (task analysis, role taking, and task evaluation), while the untrained group took part in a communicative game but without any specific communicative training. The results showed that the complexity of emitted messages had improved statistically significantly in the trained group as an effect of training. Ecological referential communication is shown to be an appropriate paradigm for studying the communicative process and its products and could be used to develop and implement a training program focused on those skills in which individuals with ASD are most deficient.

"
22435114,"['Group cognitive behavior therapy', 'Cognitive behavioral therapies ( CBT', 'CBT', 'treatment-as-usual ( TAU', 'the CBT or TAU', 'the CBT', 'the TAU', 'agroup CBT']","Group cognitive behavior therapy for children with high-functioning autism spectrum disorders and anxiety: a randomized trial.

BACKGROUND Children with high-functioning autism spectrum disorders (ASD) are at high risk for developing significant anxiety. Anxiety can adversely impact functioning across school, home and community environments. Cognitive behavioral therapies (CBT) are frequently used with success for children with anxiety symptoms. Modified CBT interventions for anxiety in children with ASD have also yielded promising results.
METHODS Fifty children with high-functioning ASD and anxiety were randomizedto group CBT or treatment-as-usual (TAU) for 12 weeks. Independent clinical evaluators, blind to condition, completed structured interviews (Anxiety Disorders Interview Schedule – Parent Version;ADIS-P) pre- and post-intervention condition.
RESULTS Forty-seven children completed either the CBT or TAU condition. Results indicated markedly better outcomes for the CBT group. Significant differences by group were noted in Clinician Severity Ratings, diagnostic status, and clinician ratings of global improvement. In the intent-to-treat sample, 10 of 20 children (50%) in the CBT group had a clinically meaningful positive treatment response, compared to 2 of 23 children (8.7%) in the TAU group.
CONCLUSIONS Initial results from this randomized, designed treatment study suggest that agroup CBT intervention specifically developed for children with ASD may be effective in decreasing anxiety. Limitations of this study include small sample size, lack of an attention control group, and use of outcome measures normed with typically developing children

"
22538329,['serial evaluation of atheroma burden with intravascular ultrasound imaging'],"Spotty calcification as a marker of accelerated progression of coronary atherosclerosis: insights from serial intravascular ultrasound.

OBJECTIVES The purpose of this study was to determine atheroma progression in patients with spotty calcification.
BACKGROUND Although extensively calcified atherosclerotic lesions have been proposed to be clinically quiescent, the presence of spotty calcification within plaque has been reported to be associated with an increased incidence of ischemic cardiovascular events. The relationship between spotty calcification and disease progression has not been investigated.
METHODS A total of 1,347 stable patients with angiographic coronary artery disease underwent serial evaluation of atheroma burden with intravascular ultrasound imaging. Patients with spotty calcification were identified based on the presence of lesions (1 to 4 mm in length) containing an arc of calcification of <90°. Clinical characteristics and disease progression were compared between patients with spotty calcification (n = 922) and those with no calcification (n = 425).
RESULTS Patients with spotty calcification were older (age 56 years vs. 54 years; p = 0.001), more likely to be male (68% vs. 54%; p = 0.01), and have a history of diabetes mellitus (30% vs. 24%; p = 0.01) and myocardial infarction (28% vs. 20%; p = 0.004), and have lower on-treatment high-density lipoprotein cholesterol levels (48 ± 16 mg/dl vs. 51 ± 17 mg/dl; p = 0.001). Patients with spotty calcification demonstrated a greater percent atheroma volume (PAV) (36.0 ± 7.6% vs. 29.0 ± 8.5%; p < 0.001) and total atheroma volume (174.6 ± 71.9 mm(3) vs. 133.9 ± 64.9 mm(3); p < 0.001). On serial evaluation, spotty calcification was associated with greater progression of PAV (+0.43 ± 0.07% vs. +0.02 ± 0.11%; p = 0.002). Although intensive low-density lipoprotein cholesterol and blood pressure lowering therapy slowed disease progression, these efficacies were attenuated in patients with spotty calcification.
CONCLUSIONS The presence of spotty calcification is associated with more extensive and diffuse coronary atherosclerosis and accelerated disease progression despite use of medical therapies.

"
22646975,"['relaxation training', 'relaxation-training sessions', 'relaxation-training', 'patients may benefit from']","Effects of guided imagery with relaxation training on anxiety and quality of life among patients with inflammatory bowel disease.

BACKGROUND Inflammatory Bowel Disease (IBD) impacts quality of life (QoL). Psychological factors influence the course of the disease and should be targeted for intervention.
METHODS Our study was a prospective, randomised control trial. Fifty-six outpatients were randomly chosen and allocated to a treatment group or a waiting-list control group. Treatment group patients attended three relaxation-training sessions and received an audio disc for home practice. Evaluations performed pre and post-treatment: state anxiety was assessed with the State-Trait Anxiety Inventory, QoL with the IBD Questionnaire. The Visual Analogue Scale assessed pain, depression, stress and mood. Patients completed a symptom monitoring diary. The control group's symptoms were monitored without study-related treatment.
RESULTS Thirty-nine subjects completed the study and were included in the data analysis. Following the relaxation-training intervention, the treatment group's (n = 18) measured results showed a statistically significant improvement as compared to the control group (n = 21) (time by treatment interaction): anxiety levels decreased (p < 0.01), QoL and mood improved (p < 0.05), while levels of pain and stress decreased (p < 0.01).
CONCLUSIONS Findings indicate IBD patients may benefit from relaxation training in their holistic care. New studies as well as further investigation of the subject are warranted.

"
22744141,"['enhanced milieu teaching', 'enhanced milieu teaching ( EMT', 'parent + therapist EMT', 'therapist-only EMT', 'EMT']","Parent-implemented enhanced milieu teaching with preschool children who have intellectual disabilities.

PURPOSE The purpose of this study was to compare the effects of enhanced milieu teaching (EMT) implemented by parents and therapists versus therapists only on the language skills of preschool children with intellectual disabilities (IDs), including children with Down syndrome and children with autism spectrum disorders.
METHOD Seventy-seven children were randomly assigned to 2 treatments (parent + therapist EMT or therapist-only EMT) and received 36 intervention sessions. Children were assessed before, immediately after, 6 months after, and 12 months after intervention. Separate linear regressions were conducted for each standardized and observational measure at each time point.
RESULTS Parents in the parent + therapist group demonstrated greater use of EMT strategies at home than untrained parents in the therapist-only group, and these effects maintained over time. Effect sizes for observational measures ranged from d = 0.10 to d = 1.32 favoring the parent + therapist group, with the largest effect sizes found 12 months after intervention.
CONCLUSION Findings from this study indicate generally that there are benefits to training parents to implement naturalistic language intervention strategies with preschool children who have ID and significant language impairments.

"
22865017,"['collaborative care', 'Three Component Model ( 3CM', 'usual care', 'usual care plus 3CM', '3CM', 'telephone care management']","RESPECT-PTSD: re-engineering systems for the primary care treatment of PTSD, a randomized controlled trial.

BACKGROUND Although collaborative care is effective for treating depression and other mental disorders in primary care, there have been no randomized trials of collaborative care specifically for patients with Posttraumatic stress disorder (PTSD).
OBJECTIVE To compare a collaborative approach, the Three Component Model (3CM), with usual care for treating PTSD in primary care.
DESIGN The study was a two-arm, parallel randomized clinical trial. PTSD patients were recruited from five primary care clinics at four Veterans Affairs healthcare facilities and randomized to receive usual care or usual care plus 3CM. Blinded assessors collected data at baseline and 3-month and 6-month follow-up.
PARTICIPANTS Participants were 195 Veterans. Their average age was 45 years, 91% were male, 58% were white, 40% served in Iraq or Afghanistan, and 42% served in Vietnam.
INTERVENTION All participants received usual care. Participants assigned to 3CM also received telephone care management. Care managers received supervision from a psychiatrist.
MAIN MEASURES PTSD symptom severity was the primary outcome. Depression, functioning, perceived quality of care, utilization, and costs were secondary outcomes.
KEY RESULTS There were no differences between 3CM and usual care in symptoms or functioning. Participants assigned to 3CM were more likely to have a mental health visit, fill an antidepressant prescription, and have adequate antidepressant refills. 3CM participants also had more mental health visits and higher outpatient pharmacy costs.
CONCLUSIONS Results suggest the need for careful examination of the way that collaborative care models are implemented for treating PTSD, and for additional supports to encourage primary care providers to manage PTSD.

"
22881991,"['emotion recognition', 'emotion training programme', 'emotion training', 'emotion recognition skills', 'the Transporters', 'Thomas the Tank Engine']","Teaching emotion recognition skills to young children with autism: a randomised controlled trial of an emotion training programme.

BACKGROUND Children with autism have difficulties in emotion recognition and a number of interventions have been designed to target these problems. However, few emotion training interventions have been trialled with young children with autism and co-morbid ID. This study aimed to evaluate the efficacy of an emotion training programme for a group of young children with autism with a range of intellectual ability.
METHODS Participants were 55 children with autistic disorder, aged 4-7 years (FSIQ 42-107). Children were randomly assigned to an intervention (n = 28) or control group (n = 27). Participants in the intervention group watched a DVD designed to teach emotion recognition skills to children with autism (the Transporters), whereas the control group watched a DVD of Thomas the Tank Engine. Participants were assessed on their ability to complete basic emotion recognition tasks, mindreading and theory of mind (TOM) tasks before and after the 4-week intervention period, and at 3-month follow-up.
RESULTS Analyses controlled for the effect of chronological age, verbal intelligence, gender and DVD viewing time on outcomes. Children in the intervention group showed improved performance in the recognition of anger compared with the control group, with few improvements maintained at 3-month follow-up. There was no generalisation of skills to TOM or social skills.
CONCLUSIONS The Transporters programme showed limited efficacy in teaching basic emotion recognition skills to young children with autism with a lower range of cognitive ability. Improvements were limited to the recognition of expressions of anger, with poor maintenance of these skills at follow-up. These findings provide limited support for the efficacy of the Transporters programme for young children with autism of a lower cognitive range.

"
22897461,"['rosuvastatin', 'fenofibrate', 'ω-3 fatty acids', 'high-dose rosuvastatin', 'with fenofibrate or ω-3 fatty acids', '200 mg/dl to rosuvastatin', '30 ) or rosuvastatin', 'combined with fenofibrate', '30 ) or ω-3 fatty', 'in the', 'RF', 'prominent', 'compared with', 'resistance', 'noted', 'increased by', 'mean LDL']","Effect of rosuvastatin monotherapy or in combination with fenofibrate or ω-3 fatty acids on lipoprotein subfraction profile in patients with mixed dyslipidaemia and metabolic syndrome.

BACKGROUND Raised triglycerides (TG), decreased high-density lipoprotein cholesterol (HDL-C) levels and a predominance of small dense low density lipoproteins (sdLDL) are characteristics of the metabolic syndrome (MetS).
OBJECTIVE To compare the effect of high-dose rosuvastatin monotherapy with moderate dosing combined with fenofibrate or ω-3 fatty acids on the lipoprotein subfraction profile in patients with mixed dyslipidaemia and MetS.
METHODS We previously randomised patients with low-density lipoprotein cholesterol (LDL-C) > 160 and TG > 200 mg/dl to rosuvastatin monotherapy 40 mg/day (R group, n = 30) or rosuvastatin 10 mg/day combined with fenofibrate 200 mg/day (RF group, n = 30) or ω-3 fatty acids 2 g/day (Rω group, n = 30). In the present study, only patients with MetS were included (24, 23 and 24 in the R, RF and Rω groups respectively). At baseline and after 12 weeks of treatment, the lipoprotein subfraction profile was determined by polyacrylamide 3% gel electrophoresis.
RESULTS The mean LDL size was significantly increased in all groups. This change was more prominent with RF than with other treatments in parallel with its greater hypotriglyceridemic capacity (p < 0.05 compared with R and Rω). A decrease in insulin resistance by RF was also noted. Only RF significantly raised HDL-C levels (by 7.7%, p < 0.05) by increasing the cholesterol of small HDL particles. The cholesterol of larger HDL subclasses was significantly increased by R and Rω.
CONCLUSIONS All regimens increased mean LDL size; RF was the most effective. A differential effect of treatments was noted on the HDL subfraction profile.

"
22956006,"['dexamethasone', 'receive dexamethasone', 'with dexamethasone or placebo', 'oral dexamethasone', 'versus placebo', 'intravenous granisetron and dexamethasone', 'oral granisetron', 'received fluorouracil/epirubicin/cyclophosphamide', 'received doxorubicin/cyclophosphamide', 'preferred placebo', '35-58 % ) preferred dexamethasone', 'patients received dexamethasone', 'regardless of whether dexamethasone']","A randomized double-blind placebo-controlled cross-over trial of the impact on quality of life of continuing dexamethasone beyond 24 h following adjuvant chemotherapy for breast cancer.

Uncertainty remains about the optimal anti-emetic regimen for control of delayed nausea and vomiting after adjuvant chemotherapy for breast cancer. Many patients receive dexamethasone but complain of insomnia, anxiety/agitation, and indigestion. The aim was to determine if patients receiving chemotherapy for breast cancer prefer treatment with dexamethasone or placebo for prophylaxis against delayed nausea and vomiting, and to compare quality of life (QOL) between the two treatments. In this randomized, double-blind, cross-over trial, we compared oral dexamethasone (4 mg twice daily for 2 days) versus placebo for chemotherapy-naïve patients with breast cancer. All patients received intravenous granisetron and dexamethasone pre-chemotherapy and oral granisetron on day 2. Primary endpoints were: (i) patient preference; (ii) difference between cycles in change of QOL from days 1 to 8. Median age of the 94 women was 51 years (range 27-76): 79 received fluorouracil/epirubicin/cyclophosphamide and 15 received doxorubicin/cyclophosphamide. Thirteen withdrew pre-cycle 2 with no differences between arms. Of 80 patients stating a preference, 31 preferred placebo (39 %, 95 % CI: 28-50 %) and 37 (46 %, 95 % CI: 35-58 %) preferred dexamethasone; 12 had no preference. There were no differences in intensity of vomiting, nausea, or time to onset of vomiting. There was greater decrease in global QOL (p = 0.06) when patients received dexamethasone. No other symptom/QOL domains differed significantly. In conclusion, no significant difference was found in patient preference, QOL, or symptoms regardless of whether dexamethasone or placebo was used after adjuvant chemotherapy.

"
23021296,"['lifestyle recommendations', 'physical activity', 'sun exposure', 'control', 'did not receive these explicit recommendations']","Adherence to lifestyle recommendations by patients with depression.

INTRODUCTION There is an increasing amount of evidence showing that physical activity and sun exposure are effective coadjuvant treatments for patients with mild to moderate depression. However, there is a lack of information regarding patient's adherence to these recommendations in daily clinical practice.
METHODS We conducted a study including 15 depressive patients who had been under antidepressant treatment for at least one month. They wore a wrist-watch-like actimetry sensor to measure physical activity and sun exposure 24 hours a day. After one week of baseline assessment, patients were randomised into one of the two arms of the study. Patients in the experimental group received a brief note in which they were explicitly asked to increase both their physical activity level and time of sun exposure, while control group patients did not receive these explicit recommendations.
RESULTS One week after recommendations were delivered, only patients in the experimental group had increased time of sun exposure and physical activity (25.8% and 14.3%, respectively).
CONCLUSIONS Depressive patients are able to follow prescribed lifestyle recommendations in the short-term.

"
23103798,"['posterior tibial nerve stimulation', 'placebo']","Role of posterior tibial nerve stimulation in the treatment of refractory monosymptomatic nocturnal enuresis: a pilot study.

PURPOSE We evaluated the early clinical and urodynamic results of posterior tibial nerve stimulation in patients with refractory monosymptomatic nocturnal enuresis.
MATERIALS AND METHODS We randomly assigned 28 patients with refractory monosymptomatic nocturnal enuresis to 2 equal groups. Group 1 received a weekly session of posterior tibial nerve stimulation for 12 weeks and group 2 was the placebo group. Evaluation was performed in each group at baseline and after posterior tibial nerve stimulation to compare clinical and urodynamic findings. Another clinical assessment was done 3 months after the first followup.
RESULTS The 2 groups were comparable in baseline clinical and urodynamic data. Overall, 13 patients (46.4%) had detrusor overactivity and 14 (50%) had decreased bladder capacity. After treatment 11 group 1 patients (78.6%) had a partial or full response to posterior tibial nerve stimulation but only 2 (14.3%) in group 2 had a partial response (p = 0.002). Also, the average number of wet nights in group 1 was significantly lower than at baseline (p = 0.002). All urodynamic parameters significantly improved in group 1. In contrast, the number of wet nights and urodynamic parameters did not change significantly in group 2. At 3-month followup the number of patients with a partial or full response in group 1 had decreased from 11 (78.6%) to 6 (42.9%). No change was evident in group 2.
CONCLUSIONS Posterior tibial nerve stimulation can be a viable treatment option in some patients with refractory monosymptomatic nocturnal enuresis. However, deterioration in some responders with time suggests the need for maintenance protocols.

"
23114870,"['total knee arthroplasty', 'total knee arthroplasty ( TKA', 'custom-fit magnetic resonance imaging ( MRI ) -based pin guides', 'intramedullary alignment jigs', 'custom-fit MRI-based pin guides', 'cemented posterior-stabilized implant', 'custom-fit', 'custom-fit pin guides']","Custom-fit minimally invasive total knee arthroplasty: effect on blood loss and early clinical outcomes.

PURPOSE Recently, new custom-fit pin guides in total knee arthroplasty (TKA) have been introduced. Use of these guides may reduce operating time. Use of the guides combined with the absence of intramedullary alignment jigs may lead to reduced blood loss and improved early outcomes. Our aim was to evaluate blood loss and early clinical outcomes in patients undergoing minimally invasive TKA using custom-fit magnetic resonance imaging (MRI)-based pin guides.
METHODS A prospective study in 80 patients was carried out. Patients were divided randomly into 2 equal groups. In one group, intramedullary alignment jigs were used. In the second group, custom-fit MRI-based pin guides were used. All patients received the same cemented posterior-stabilized implant through a mini-midvastus approach. The volume in the drain bottles was recorded after 48 h. Hb loss was estimated by subtracting the postoperative from the preoperative Hb level. Transfusion requirements and surgical time were recorded. Outcome measures were Knee Society Scores (KSS), knee flexion, knee swelling and pain.
RESULTS There was lower mean drainage of blood in the custom-fit group (391 ml vs. 603 ml; p < 0.0001). There was no difference in estimated loss of Hb (3.6 g/dl vs. 4.1 g/dl; n.s.) and in transfusion requirements (7.5 % vs. 10 %; n.s.). Surgical time was reduced in the custom-fit group (12 min less; p = 0.001). KSS measured at week 2, 6 and 12 showed no significant difference between groups. Knee flexion measured on days 7, 10 and at week 6, 12 and knee swelling and pain measured on days 1, 3, 10 and at week 6, 12 showed no significant difference between groups.
CONCLUSIONS Using custom-fit pin guides reduces blood drainage, but not the estimated Hb loss in minimally invasive TKA and does not affect transfusion rate. Surgical time is reduced. There is no effect on the early clinical outcomes.
LEVEL OF EVIDENCE Therapeutic study, Level I.

"
23356250,"['lime juice', 'lime', 'without lime', 'with lime', 'of lime juice']","Influence of lime juice on the severity of sickle cell anemia.

BACKGROUND AND OBJECTIVES The pain in sickle cell anemia (SCA) is often triggered by dehydration, acidosis, and fever that are usually due to malaria. Intake of lime juice was recently demonstrated to facilitate clearance of the malaria parasite. It was therefore sought to determine whether regular intake of lime juice will ameliorate crisis, especially recurrent bone pain.
DESIGN In this preliminary, open-labeled, randomized study, the effects of lime juice on the clinical and some laboratory characteristics of children with SCA were tested.
RESULTS Among the 113 children with SCA studied in two hospitals, the 58 receiving lime treatment had lower rates of significant painful episodes than the 55 without lime (37 versus 83 crises in 6 months, and 0.64±0.11 versus 1.51±0.34 average rates per child, p<0.001). Also, fewer subjects than the controls had significant painful episodes (50.0% versus 92.7%); febrile illness (46.6% versus 87.3%) and admission rate (3.4% versus 34.5%) (p<0.001). The mean hematocrit of the subjects (26.23±2.03%) at the end of the study was also higher, p<0.001. However, transfusion rate, presence of hepatomegaly, splenomegaly, and jaundice was similar. Treatment with lime did not cause any significant side-effect.
CONCLUSIONS Regular intake of lime juice may be of great therapeutic and nutritional relevance in children with SCA.

"
23357440,"['cognitive-behavioral therapy', 'treatment as usual', 'cognitive-behavioral therapy ( CBT', 'treatment as usual ( TAU', 'CBT', 'TAU']","The effect of cognitive-behavioral therapy versus treatment as usual for anxiety in children with autism spectrum disorders: a randomized, controlled trial.

OBJECTIVE To examine the efficacy of a modular cognitive-behavioral therapy (CBT) protocol relative to treatment as usual (TAU) among children with high-functioning autism spectrum disorders (ASD) and clinically significant anxiety.
METHOD A total of 45 children (7-11 years of age) with high-functioning ASD and clinically significant anxiety were randomized to receive 16 sessions of weekly CBT or TAU for an equivalent duration. After screening, assessments were conducted at baseline, post-treatment, and 3-month follow-up. Raters were blind to treatment condition.
RESULTS Youth receiving CBT showed substantial improvement relative to TAU on primary anxiety outcomes. Of 24 children randomized to the CBT arm, 18 (75%) were treatment responders, versus only 3 of 21 children (14%) in the TAU arm. Gains were generally maintained at 3-month follow-up for CBT responders.
CONCLUSIONS Relative to usual care, CBT adapted for anxious youth with high-functioning ASD demonstrates large effects in reducing anxiety symptoms. This study contributes to the growing literature supporting adapted CBT approaches for treating anxiety in youth with ASD.

"
23392542,"['thiamine', 'pyridoxine', 'thiamine ( vitamin B1', 'pyridoxine ( vitamin B6', 'B6', 'B1+B6']","Plasma AGE-peptides and C-peptide in early-stage diabetic nephropathy patients on thiamine and pyridoxine therapy.

AIM The aim of the study was to evaluate circulatory AGE-peptide levels in diabetic nephropathy and to observe the effects of thiamine (vitamin B1) and pyridoxine (vitamin B6) therapy.
METHODS Type 2 diabetic patients (N.=57) were divided into two groups as ""with nephropathy"" (N.=27) and ""without nephropathy"" (N.=30). Diabetic nephropathy patients were treated with either B6 (N.=12) (250 mg/day) or B1+B6 (N.=15) (250 mg/day, each) for five months. At the beginning and the end of the experimentation period, glucose, HbA1c, triglyceride, cholesterol, insulin, C-peptide, thiamine pyrophosphate, pyridoxal phosphate and AGE- peptides were measured.
RESULTS AGE-peptides were higher in the diabetic group with nephropathy than without nephropathy (P=0.005). Within five months AGE-peptides increased in the diabetic group without nephropathy (P=0.042) but not in the group with nephropathy treated either with B1+B6 or B6. In B6 treated group a substantial decrease was observed in HbA1c (P=0.033). B1+B6 or B6 treatment both caused an increase in C-peptide (P=0.006, P=0.004).
CONCLUSION Among the parameters measured, plasma AGE-peptides was the only parameter found to be higher in type 2 diabetes mellitus patients ""with nephropathy"" than ""without nephropathy"". However, patients with nephropathy treated with B1+B6 or B6 did not display any further increase in AGE-peptides within five months. Both of the treatments caused an increase in C-peptide.

"
23417625,"['Social skills', 'Social Skills Training Group-based Program ( SST-GP', 'Leisure Activities Group-based Program ( LA-GP', 'SST', 'LA', 'SST-GP', 'LA-GP']","Social skills improvement in children with high-functioning autism: a pilot randomized controlled trial.

High-functioning autism (HFA) is characterized by persistent impairment in social interaction despite the absence of mental retardation. Although an increasing number of group-based programs for the improvement of social skills have been described, randomized controlled trials are needed to evaluate their efficacy. To compare the effect of a Social Skills Training Group-based Program (SST-GP) and a Leisure Activities Group-based Program (LA-GP) on the perception of facial emotions and quality of life (QoL) in young people with HFA. Eligible patients were children and adolescents with HFA. Participants were randomized to the SST or LA group. The primary outcome was defined as an improvement of 2 points in error rates for facial emotion labeling (DANVA2) from baseline. After the 6-month training period, the SST Group made fewer errors in labeling anger on adult faces, whereas error rates in the LA Group remained stable. Progress in the ability to recognize anger in the SST Group was due to better recognition of low intensity stimuli on adult faces. QoL increased in the SST Group in the dimension of school environment, as a marker of the transfer of skills acquired in the treatment setting to their use in the community. The SST-GP had higher efficacy than the LA-GP. Data justify replication using larger samples.

"
23549581,"['duloxetine', 'placebo', 'paclitaxel', 'taxane', 'oxaliplatin']","Effect of duloxetine on pain, function, and quality of life among patients with chemotherapy-induced painful peripheral neuropathy: a randomized clinical trial.

IMPORTANCE There are no known effective treatments for painful chemotherapy-induced peripheral neuropathy.
OBJECTIVE To determine the effect of duloxetine, 60 mg daily, on average pain severity.
DESIGN, SETTING, AND PATIENTS Randomized, double-blind, placebo-controlled crossover trial at 8 National Cancer Institute (NCI)-funded cooperative research networks that enrolled 231 patients who were 25 years or older being treated at community and academic settings between April 2008 and March 2011. Study follow-up was completed July 2012. Stratified by chemotherapeutic drug and comorbid pain risk, patients were randomized to receive either duloxetine followed by placebo or placebo followed by duloxetine. Eligibility required that patients have grade 1 or higher sensory neuropathy according to the NCI Common Terminology Criteria for Adverse Events and at least 4 on a scale of 0 to 10, representing average chemotherapy-induced pain, after paclitaxel, other taxane, or oxaliplatin treatment.
INTERVENTIONS The initial treatment consisted of taking 1 capsule daily of either 30 mg of duloxetine or placebo for the first week and 2 capsules of either 30 mg of duloxetine or placebo daily for 4 additional weeks.
MAIN OUTCOME MEASURES The primary hypothesis was that duloxetine would be more effective than placebo in decreasing chemotherapy-induced peripheral neuropathic pain. Pain severity was assessed using the Brief Pain Inventory-Short Form ""average pain"" item with 0 representing no pain and 10 representing as bad as can be imagined.
RESULTS Individuals receiving duloxetine as their initial 5-week treatment reported a mean decrease in average pain of 1.06 (95% CI, 0.72-1.40) vs 0.34 (95% CI, 0.01-0.66) among those who received placebo (P = .003; effect size, 0.513). The observed mean difference in the average pain score between duloxetine and placebo was 0.73 (95% CI, 0.26-1.20). Fifty-nine percent of those initially receiving duloxetine vs 38% of those initially receiving placebo reported decreased pain of any amount.
CONCLUSION AND RELEVANCE Among patients with painful chemotherapy-induced peripheral neuropathy, the use of duloxetine compared with placebo for 5 weeks resulted in a greater reduction in pain.
TRIAL REGISTRATION clinicaltrials.gov Identifier: NCT00489411.

"
23838728,"['COMPASS intervention', 'The collaborative model for promoting competence and success']","Teacher and child predictors of achieving IEP goals of children with autism.

It is encouraging that children with autism show a strong response to early intervention, yet more research is needed for understanding the variability in responsiveness to specialized programs. Treatment predictor variables from 47 teachers and children who were randomized to receive the COMPASS intervention (Ruble et al. in The collaborative model for promoting competence and success for students with ASD. Springer, New York, 2012a) were analyzed. Predictors evaluated against child IEP goal attainment included child, teacher, intervention practice, and implementation practice variables based on an implementation science framework (Dunst and Trivette in J Soc Sci 8:143-148, 2012). Findings revealed one child (engagement), one teacher (exhaustion), two intervention quality (IEP quality for targeted and not targeted elements), and no implementation quality variables accounted for variance in child outcomes when analyzed separately. When the four significant variables were compared against each other in a single regression analysis, IEP quality accounted for one quarter of the variance in child outcomes.

"
23849147,"['Bayesian adaptive trials', 'Bayesian adaptive comparative effectiveness trial', 'Bayesian adaptive design', 'trial without adaptive randomization']","Bayesian adaptive trials offer advantages in comparative effectiveness trials: an example in status epilepticus.

OBJECTIVE We present a novel Bayesian adaptive comparative effectiveness trial comparing three treatments for status epilepticus that uses adaptive randomization with potential early stopping.
STUDY DESIGN AND SETTING The trial will enroll 720 unique patients in emergency departments and uses a Bayesian adaptive design.
RESULTS The trial design is compared to a trial without adaptive randomization and produces an efficient trial in which a higher proportion of patients are likely to be randomized to the most effective treatment arm while generally using fewer total patients and offers higher power than an analogous trial with fixed randomization when identifying a superior treatment.
CONCLUSION When one treatment is superior to the other two, the trial design provides better patient care, higher power, and a lower expected sample size.

"
